,data,label
842,Waste and recycling “Single-use” was named word of the year by Collins Dictionary in 2018.,unsustainable
843,"Beyond this, in 2020 we did not identify any other aspects of transport and warehouse safety that could be improved by Group-wide measures.",unsustainable
844,"The former set of factors is only available in tonnes of CO2, while eGRID factors are specified in CO2e.",unsustainable
845,The road to a low-carbon economy implies addressing and implementing the mitigation and adaptation measures required to manage climate change.,unsustainable
846,We developed as well specific initiatives to promote the energy transition and support the social and solidarity economy.,sustainable
847,The four asset and project types eligible for funding by means of the Green Bond proceeds fall under the category of Green Buildings.,unsustainable
848,"The next twelve months will see us reconsider our approach to early careers recruitment, including approaches to interviewing and assessing candidates and to expand the recruitment reach to create a better seedbed for diversity, incorporating gender, sexual orientation, ethnicity, and socioeconomic considerations.",sustainable
849,"BNY Mellon was named to the Climate Change “A List” in 2020 for our actions to reduce emissions, mitigate climate risks, and develop thoughtful initiatives.",sustainable
850,"Additionally, Brookfield Renewable is committed to sustainable development principles that reduce the impact of its operations and help to manage underlying water resources efficiently.",sustainable
851,"From wind and solar power, to digital telecommunications, electric vehicles, and a hydrogen economy, meeting fundamental human needs in a way that preserves and protects natural resources requires a readiness to embrace innovation.",unsustainable
852,"Our firm’s strategy to help accelerate the shift to a more sustainable, low-carbon future is one example of our work in action.",sustainable
853,"Over this period, we were still able to reduce major systems incidents even though we had added stress on our supporting infrastructure.",unsustainable
854,"We will work to increase our philanthropic impact, including increasing our skills-based volunteering and continuing to grow our international programs.",sustainable
855,"We continuously seek to increase recycling and the use of environmentally friendly products as well as the efficiency of our energy and water use, decreasing waste, paper usage, business travel and employee commuting.",sustainable
